"Term","Section ID","Course Title","Instructor","Max","Status","CU","Meeting","Location","Part of Term","Description","Crosslist","Crosslist Primary","Prerequisites","Corequisites","Division","Departmental Website","Registration","Course (Canvas) URL","Syllabi URL","3 Yr Avg Course Rating"
"202610","ACCT2420401","Acct & Business Analysis","Paul Fischer","39","A","1","01/20/2026 - 04/23/2026 TR 0330PM - 0459PM","JMHH 345","Wharton Grad Full Semester","In the course, students learn how to analyze firms' financial statements and disclosures to determine how a firm's particular accounting choices reflect the underlying economics of the firm. As a result, the course strengthens students' ability to use financial statements as part of an overall assessment of the firm's strategy and valuation. The course is especially useful for anyone interested in working on the buy or sell side. The course provides both a framework for and the tools necessary to analyze financial statements. At the conceptual level, it emphasizes that preparers and users of financial statements have different objectives and incentives. At the same time, the course is applied and stresses the use of actual financial statements. For example, students learn how to detect when firms are managing earnings and/or balance sheets. It draws heavily on real business problems and uses cases to illustrate the application of the techniques and tools. If ACCT 2420 is not offered in a given year, Undergraduate students can take ACCT 7420. Please submit a permission request through Path@Penn.edu.","S","ACCT7420401","ACCT 1010","","WH","ACCT","Penn In Touch","https://canvas.upenn.edu/courses/1895771","https://apps.wharton.upenn.edu/syllabi/?term=202610&course=ACCT2420","3.350000"
"202610","ACCT2430401","Acct For Complx Fin Stru","Paul Fischer","16","A","1","01/20/2026 - 04/23/2026 TR 1015AM - 1144AM","SHDH 1201","Wharton Grad Full Semester","The objective of this course is to discuss and understand the accounting that underlies merger, acquisition, and investment activities among firms that result in complex financial structures. Key topics include the purchase accounting method for acquisitions, the equity method for investments, the preparation and interpretation of consolidated financial statements, tax implications of mergers and acquisitions, earnings-per-share considerations, the accounting implications of intercompany transactions and non-domestic investments, etc.  Also this class will follow the MBA calendar.","S","ACCT7430401","ACCT 1010 AND (ACCT 2120 OR ACCT 2420)","","WH","ACCT","Penn In Touch","https://canvas.upenn.edu/courses/1895772","https://apps.wharton.upenn.edu/syllabi/?term=202610&course=ACCT2430",""
"202610","ACCT2640401","Climate and Financial Markets","Arthur Van Benthem, Mirko Heinle","78","A","1","01/14/2026 - 04/29/2026 MW 1015AM - 1144AM","JMHH 265","Fall/Spring 14 Wk","Climate change might be the defining challenge of our times, with a wide range of effects on financial markets and the broader economy. At the same time, financial markets play an important role in financing the transition to a net-zero economy, and incentivizing firms and investors to adapt their strategies. In this course, we examine how climate risks—both physical and regulatory—affect firms, financial markets (including equity, corporate debt, green bonds, municipal bonds, insurance, and carbon markets), and markets for energy, real estate and mortgages. We also examine the role that firms’ disclosures and third-party information sources play. Because financial markets are shaped by the information that is available to market participants, we investigate the impact of ESG reporting and rating agencies, including the costs and benefits of regulating ESG reporting and the impact of greenwashing. In the second part of the course, we study how governments and private investors finance investments in climate technologies. Here, we discuss various financial instruments that have been developed to address climate-change concerns. Given the enormous importance of electrification as a pathway towards a low-carbon future, there is special emphasis on renewable energy finance and economics. We also discuss the latest evidence of how climate risk has shaped decisions inside organizations, such as spin-offs, hedging, and the structure of executive-compensation contracts.","S","BEPP2640401","ACCT 1010 AND BEPP 2500","","WH","ACCT","Penn In Touch","https://canvas.upenn.edu/courses/1902417","https://apps.wharton.upenn.edu/syllabi/?term=202610&course=ACCT2640",""
"202610","ACCT2640402","Climate and Financial Markets","Arthur Van Benthem, Mirko Heinle","78","A","1","01/14/2026 - 04/29/2026 MW 1200PM - 0129PM","JMHH 265","Fall/Spring 14 Wk","Climate change might be the defining challenge of our times, with a wide range of effects on financial markets and the broader economy. At the same time, financial markets play an important role in financing the transition to a net-zero economy, and incentivizing firms and investors to adapt their strategies. In this course, we examine how climate risks—both physical and regulatory—affect firms, financial markets (including equity, corporate debt, green bonds, municipal bonds, insurance, and carbon markets), and markets for energy, real estate and mortgages. We also examine the role that firms’ disclosures and third-party information sources play. Because financial markets are shaped by the information that is available to market participants, we investigate the impact of ESG reporting and rating agencies, including the costs and benefits of regulating ESG reporting and the impact of greenwashing. In the second part of the course, we study how governments and private investors finance investments in climate technologies. Here, we discuss various financial instruments that have been developed to address climate-change concerns. Given the enormous importance of electrification as a pathway towards a low-carbon future, there is special emphasis on renewable energy finance and economics. We also discuss the latest evidence of how climate risk has shaped decisions inside organizations, such as spin-offs, hedging, and the structure of executive-compensation contracts.","S","BEPP2640402","ACCT 1010 AND BEPP 2500","","WH","ACCT","Penn In Touch","https://canvas.upenn.edu/courses/1902417","https://apps.wharton.upenn.edu/syllabi/?term=202610&course=ACCT2640",""
"202610","ACCT2700001","Forensic Analytics","Daniel Taylor","60","A","1","01/14/2026 - 04/29/2026 MW 1015AM - 1144AM","JMHH 375","Fall/Spring 14 Wk","Recent trends in Big Data and predictive analytics are revolutionizing the way stakeholders analyze financial data. This course teaches students the hands-on skills necessary to manipulate large-scale financial databases and build predictive models useful for strategic and investment decisions. The course will cover three applications of predictive analytics: (i) forecasting future earnings, (ii) predicting accounting fraud, and (iii) detecting insider trading. The course will draw on cutting-edge academic research in each area; introduce students to the basic SQL coding skills necessary to manipulate Big Data and conduct meaningful analyses; and leverage the datasets and computing power of Wharton Research Data Services. The course is organized as a hybrid of a traditional seminar course and a computer science course. The first few classes of each unit will cover the conceptual material and source material related to each topic. The later classes in each unit will cover the technical material and programming skills needed to manipulate the respective datasets, estimate predication models, and back test algorithms.","P","ACCT2700001","ACCT 1010 AND STAT 1020","","WH","ACCT","Penn In Touch","https://canvas.upenn.edu/courses/1911686","https://apps.wharton.upenn.edu/syllabi/?term=202610&course=ACCT2700","3.310000"
"202610","ACCT2700002","Forensic Analytics","Daniel Taylor","60","A","1","01/14/2026 - 04/29/2026 MW 1200PM - 0129PM","JMHH 375","Fall/Spring 14 Wk","Recent trends in Big Data and predictive analytics are revolutionizing the way stakeholders analyze financial data. This course teaches students the hands-on skills necessary to manipulate large-scale financial databases and build predictive models useful for strategic and investment decisions. The course will cover three applications of predictive analytics: (i) forecasting future earnings, (ii) predicting accounting fraud, and (iii) detecting insider trading. The course will draw on cutting-edge academic research in each area; introduce students to the basic SQL coding skills necessary to manipulate Big Data and conduct meaningful analyses; and leverage the datasets and computing power of Wharton Research Data Services. The course is organized as a hybrid of a traditional seminar course and a computer science course. The first few classes of each unit will cover the conceptual material and source material related to each topic. The later classes in each unit will cover the technical material and programming skills needed to manipulate the respective datasets, estimate predication models, and back test algorithms.","P","ACCT2700002","ACCT 1010 AND STAT 1020","","WH","ACCT","Penn In Touch","https://canvas.upenn.edu/courses/1911686","https://apps.wharton.upenn.edu/syllabi/?term=202610&course=ACCT2700","3.310000"
"202610","ACCT2900401","Acct for Entrepreneurs","Christopher Ittner","30","A","1","01/20/2026 - 04/23/2026 TR 1015AM - 1144AM","JMHH 370","Wharton Grad Full Semester","This course covers the financial, managerial, and tax accounting issues and tools relevant to private, entrepreneurial companies as they progress from the earliest stages of the business through to the company’s exit, typically through a strategic buyer, a private equity firm, or via an IPO. Topics include the choice of organizational form; the development of the initial accounting infrastructure; the accounting issues that are frequently faced by entrepreneurs such as accounting for intangible assets, employee compensation, revenue recognition, and financing; the development of management and internal control systems; the establishment of monthly and yearly budgeting, financial forecasting, and cash management processes; and the accounting information required for fundraising and going public. The class is designed for students who intend to own, work for, or invest in entrepreneurial companies.","P","ACCT2900401","ACCT 1010 AND ACCT 1020","","WH","ACCT","Penn In Touch","https://canvas.upenn.edu/courses/1911940","https://apps.wharton.upenn.edu/syllabi/?term=202610&course=ACCT2900",""
"202610","ACCT3990001","Independent Study","","1","A","","","NRN 00","Fall/Spring 14 Wk","Intensive reading and study with some research under the direction of a faculty member. Approval from one of the departmental advisers must be obtained before registration. Also a 3.4 average in major related subjects required.","P","ACCT3990001","","","WH","ACCT","Penn In Touch","","https://apps.wharton.upenn.edu/syllabi/?term=202610&course=ACCT3990",""
"202610","ACCT6130001","Fin and Mngl Acct","Marguerite Lane","78","A","1","01/20/2026 - 04/23/2026 MW 0830AM - 0959AM","JMHH 355","Wharton Grad Full Semester","This course provides an introduction to both financial and managerial accounting, and emphasizes the analysis and evaluation of accounting information as part of the managerial processes of planning, decision-making, and control. A large aspect of the course covers the fundamentals of financial accounting. The objective is to provide a basic overview of financial accounting, including basic accounting concepts and principles, as well as the structure of the income statement, balance sheet, and statement of cash flows. The course also introduces elements of managerial accounting and emphasizes the development and use of accounting information for internal decisions. Topics include cost behavior and analysis, product and service costing, and relevant costs for internal decision-making. This course is recommended for students who will be using accounting information for managing manufacturing and service operations, controlling costs, and making strategic decisions, as well as those going into general consulting or thinking of starting their own businesses.","P","ACCT6130001","","","WM","ACCT","Course Match","https://canvas.upenn.edu/courses/1908473","https://apps.wharton.upenn.edu/syllabi/?term=202610&course=ACCT6130","3.045000"
"202610","ACCT6130002","Fin and Mngl Acct","Marguerite Lane","78","A","1","01/20/2026 - 04/23/2026 MW 1015AM - 1144AM","JMHH 355","Wharton Grad Full Semester","This course provides an introduction to both financial and managerial accounting, and emphasizes the analysis and evaluation of accounting information as part of the managerial processes of planning, decision-making, and control. A large aspect of the course covers the fundamentals of financial accounting. The objective is to provide a basic overview of financial accounting, including basic accounting concepts and principles, as well as the structure of the income statement, balance sheet, and statement of cash flows. The course also introduces elements of managerial accounting and emphasizes the development and use of accounting information for internal decisions. Topics include cost behavior and analysis, product and service costing, and relevant costs for internal decision-making. This course is recommended for students who will be using accounting information for managing manufacturing and service operations, controlling costs, and making strategic decisions, as well as those going into general consulting or thinking of starting their own businesses.","P","ACCT6130002","","","WM","ACCT","Course Match","https://canvas.upenn.edu/courses/1908473","https://apps.wharton.upenn.edu/syllabi/?term=202610&course=ACCT6130","3.045000"
"202610","ACCT6130003","Fin and Mngl Acct","Christina Zhu","78","A","1","01/20/2026 - 04/23/2026 MW 1015AM - 1144AM","SHDH 215","Wharton Grad Full Semester","This course provides an introduction to both financial and managerial accounting, and emphasizes the analysis and evaluation of accounting information as part of the managerial processes of planning, decision-making, and control. A large aspect of the course covers the fundamentals of financial accounting. The objective is to provide a basic overview of financial accounting, including basic accounting concepts and principles, as well as the structure of the income statement, balance sheet, and statement of cash flows. The course also introduces elements of managerial accounting and emphasizes the development and use of accounting information for internal decisions. Topics include cost behavior and analysis, product and service costing, and relevant costs for internal decision-making. This course is recommended for students who will be using accounting information for managing manufacturing and service operations, controlling costs, and making strategic decisions, as well as those going into general consulting or thinking of starting their own businesses.","P","ACCT6130003","","","WM","ACCT","Course Match","https://canvas.upenn.edu/courses/1897091","https://apps.wharton.upenn.edu/syllabi/?term=202610&course=ACCT6130","3.045000"
"202610","ACCT6130004","Fin and Mngl Acct","Christina Zhu","78","A","1","01/20/2026 - 04/23/2026 MW 1200PM - 0129PM","SHDH 215","Wharton Grad Full Semester","This course provides an introduction to both financial and managerial accounting, and emphasizes the analysis and evaluation of accounting information as part of the managerial processes of planning, decision-making, and control. A large aspect of the course covers the fundamentals of financial accounting. The objective is to provide a basic overview of financial accounting, including basic accounting concepts and principles, as well as the structure of the income statement, balance sheet, and statement of cash flows. The course also introduces elements of managerial accounting and emphasizes the development and use of accounting information for internal decisions. Topics include cost behavior and analysis, product and service costing, and relevant costs for internal decision-making. This course is recommended for students who will be using accounting information for managing manufacturing and service operations, controlling costs, and making strategic decisions, as well as those going into general consulting or thinking of starting their own businesses.","P","ACCT6130004","","","WM","ACCT","Course Match","https://canvas.upenn.edu/courses/1897091","https://apps.wharton.upenn.edu/syllabi/?term=202610&course=ACCT6130","3.045000"
"202610","ACCT7060002","Cost Management","Christopher Ittner","78","A","0.5","03/16/2026 - 04/23/2026 TR 1200PM - 0129PM","JMHH 370","Wharton Grad Q2/Q4","This course focuses on ways to improve cost efficiency without compromising quality or growth. Whether an organization is seeking to make immediate cost cuts, better position the business for future growth, or both, it needs the right mix of intelligent cost optimization measures tailored to its unique business needs. This strategic approach to cost management goes beyond cost cutting and instead emphasizes new value creation and continuous cost improvement. This course covers the key factors and methods involved in choosing and analyzing cost structures, and the cost management practices that can be strategically applied across the various functions of a business organization to analyze and forecast costs and to improve organizational performance. The course emphasizes the methods available to measure and evaluate costs for planning, forecasting, and decision-making. The material is designed for managers and consultants who will be involved in implementing cost management activities, as well as analysts, investors, and strategic planners involved in competitive cost analysis and financial forecasting.","P","ACCT7060002","ACCT 6110 OR ACCT 6130","","WM","ACCT","Course Match","","https://apps.wharton.upenn.edu/syllabi/?term=202610&course=ACCT7060","3.196666"
"202610","ACCT7420401","Fin Report & Bus Analys","Paul Fischer","39","A","1","01/20/2026 - 04/23/2026 TR 0330PM - 0459PM","JMHH 345","Wharton Grad Full Semester","This intensive one-semester course focuses on how to extract and interpret information in financial statements. The course adopts a user perspective of accounting by illustrating several specific accounting issues in a decision context.","P","ACCT7420401","ACCT 6110 OR ACCT 6130","","WM","ACCT","Course Match","https://canvas.upenn.edu/courses/1895771","https://apps.wharton.upenn.edu/syllabi/?term=202610&course=ACCT7420","2.531250"
"202610","ACCT7430401","Acct For Complx Fin Stru","Paul Fischer","34","A","1","01/20/2026 - 04/23/2026 TR 1015AM - 1144AM","SHDH 1201","Wharton Grad Full Semester","This class studies how complex financial structures account for their activities. Primary emphasis is on the application of purchase accounting for mergers and acquisitions, the equity method for investments, and preparing and interpreting consolidated financial statements. Other topics covered include translations and remeasurements for nondomestic investments, and earnings per share calculations for complex financial structures. Tax considerations and acquisition strategies are of only peripheral interest in this class, and students who are concerned primarily with those topics are advised to seek a different elective.","P","ACCT7430401","ACCT 6110 OR ACCT 6130","","WM","ACCT","Course Match","https://canvas.upenn.edu/courses/1895772","https://apps.wharton.upenn.edu/syllabi/?term=202610&course=ACCT7430","3.353333"
"202610","ACCT7470001","Fin Disclosure Analytics","Brian Bushee","100","A","1","01/20/2026 - 04/23/2026 TR 0830AM - 0959AM","JMHH F85","Wharton Grad Full Semester","This course focuses on the analysis of financial communications between corporate managers and outsiders, including the required financial statements, voluntary disclosures, and interactions with investors, analysts, and the media. The course draws on the findings of recent academic research to discuss a number of techniques that outsiders can use to detect potential bias or aggressiveness in financial reporting. FORMAT: Case discussions and lectures. Comprehensive final exam, group project, case write-ups, and class participation.","P","ACCT7470001","ACCT 6110 OR ACCT 6130","","WM","ACCT","Course Match","https://canvas.upenn.edu/courses/1889132","https://apps.wharton.upenn.edu/syllabi/?term=202610&course=ACCT7470","3.588000"
"202610","ACCT7470002","Fin Disclosure Analytics","Brian Bushee","100","A","1","01/20/2026 - 04/23/2026 TR 1015AM - 1144AM","JMHH F85","Wharton Grad Full Semester","This course focuses on the analysis of financial communications between corporate managers and outsiders, including the required financial statements, voluntary disclosures, and interactions with investors, analysts, and the media. The course draws on the findings of recent academic research to discuss a number of techniques that outsiders can use to detect potential bias or aggressiveness in financial reporting. FORMAT: Case discussions and lectures. Comprehensive final exam, group project, case write-ups, and class participation.","P","ACCT7470002","ACCT 6110 OR ACCT 6130","","WM","ACCT","Course Match","https://canvas.upenn.edu/courses/1889132","https://apps.wharton.upenn.edu/syllabi/?term=202610&course=ACCT7470","3.588000"
"202610","ACCT7471701","Fin Disclosure Analytics","Brian Bushee","80","A","0.5","","WHRT RM","Wharton Grad Q1/Q3","This course focuses on the analysis of financial communications between corporate managers and outsiders, including the required financial statements, voluntary disclosures, and interactions with investors, analysts, and the media. The course draws on the findings of recent academic research to discuss a number of techniques that outsiders can use to detect potential bias or aggressiveness in financial reporting. FORMAT: Case discussions and lectures. Comprehensive final exam, group project, case write-ups, and class participation. This course is for Wharton Executive MBA students only.","P","ACCT7471701","ACCT 6110 OR ACCT 6130","","WX","ACCT","","https://canvas.upenn.edu/courses/1889134","https://apps.wharton.upenn.edu/syllabi/?term=202610&course=ACCT7471",""
"202610","ACCT7640401","Climate and Financial Markets","Arthur Van Benthem, Mirko Heinle","78","A","1","01/14/2026 - 04/29/2026 MW 1015AM - 1144AM","JMHH 265","Fall/Spring 14 Wk","Climate change might be the defining challenge of our times, with a wide range of effects on financial markets and the broader economy. At the same time, financial markets play an important role in financing the transition to a net-zero economy, and incentivizing firms and investors to adapt their strategies. In this course, we examine how climate risks—both physical and regulatory—affect firms, financial markets (including equity, corporate debt, green bonds, municipal bonds, insurance, and carbon markets), and markets for energy, real estate and mortgages. We also examine the role that firms’ disclosures and third-party information sources play. Because financial markets are shaped by the information that is available to market participants, we investigate the impact of ESG reporting and rating agencies, including the costs and benefits of regulating ESG reporting and the impact of greenwashing. In the second part of the course, we study how governments and private investors finance investments in climate technologies. Here, we discuss various financial instruments that have been developed to address climate-change concerns. Given the enormous importance of electrification as a pathway towards a low-carbon future, there is special emphasis on renewable energy finance and economics. We also discuss the latest evidence of how climate risk has shaped decisions inside organizations, such as spin-offs, hedging, and the structure of executive-compensation contracts.","S","BEPP2640401","","","WM","ACCT","Course Match","https://canvas.upenn.edu/courses/1902417","https://apps.wharton.upenn.edu/syllabi/?term=202610&course=ACCT7640",""
"202610","ACCT7640402","Climate and Financial Markets","Arthur Van Benthem, Mirko Heinle","78","A","1","01/14/2026 - 04/29/2026 MW 1200PM - 0129PM","JMHH 265","Fall/Spring 14 Wk","Climate change might be the defining challenge of our times, with a wide range of effects on financial markets and the broader economy. At the same time, financial markets play an important role in financing the transition to a net-zero economy, and incentivizing firms and investors to adapt their strategies. In this course, we examine how climate risks—both physical and regulatory—affect firms, financial markets (including equity, corporate debt, green bonds, municipal bonds, insurance, and carbon markets), and markets for energy, real estate and mortgages. We also examine the role that firms’ disclosures and third-party information sources play. Because financial markets are shaped by the information that is available to market participants, we investigate the impact of ESG reporting and rating agencies, including the costs and benefits of regulating ESG reporting and the impact of greenwashing. In the second part of the course, we study how governments and private investors finance investments in climate technologies. Here, we discuss various financial instruments that have been developed to address climate-change concerns. Given the enormous importance of electrification as a pathway towards a low-carbon future, there is special emphasis on renewable energy finance and economics. We also discuss the latest evidence of how climate risk has shaped decisions inside organizations, such as spin-offs, hedging, and the structure of executive-compensation contracts.","S","BEPP2640402","","","WM","ACCT","Course Match","https://canvas.upenn.edu/courses/1902417","https://apps.wharton.upenn.edu/syllabi/?term=202610&course=ACCT7640",""
