"Term","Section ID","Course Title","Instructor","Max","Status","CU","Meeting","Location","Part of Term","Description","Crosslist","Crosslist Primary","Prerequisites","Corequisites","Division","Departmental Website","Registration","Course (Canvas) URL","Syllabi URL","3 Yr Avg Course Rating"
"202530","ACCT1020007","Strategic Cost Analysis","Rongchen Li","78","A","1","08/26/2025 - 12/08/2025 MW 1015AM - 1144AM","SHDH 351","Fall/Spring 14 Wk","Strategic Cost Analysis is the process of analyzing and managing costs in order to improve the strategic position of the business. This goal can be accomplished by having a thorough understanding of which activities and costs support an organization's strategic position and which activities and costs either weaken it or have no impact. Subsequent cost management efforts can then focus on reducing or limiting expenditures on activities that add little or no strategic value, while increasing expenditures on activities that support the strategic position of the organization. Performance can then be evaluated to ensure that the chosen actions are taken, and that these actions are yielding improved strategic performance. Throughout the course, a strategic cost analysis and management framework will be applied across functions and organizations to highlight the cost analysis and performance evaluation methods available to forecast financial performance and improve strategic position.","P","ACCT1020007","","","WH","ACCT","Penn In Touch","https://canvas.upenn.edu/courses/1879291","https://apps.wharton.upenn.edu/syllabi/?term=202530&course=ACCT1020","2.572500"
"202530","ACCT2120001","Fin Measurement & Disclo","Catherine Schrand","45","A","1","08/26/2025 - 12/08/2025 MW 1015AM - 1144AM","SHDH 1203","Fall/Spring 14 Wk","This course builds on the knowledge you obtained in your introductory financial accounting course. This is an intermediate level course on financial reporting which covers more complicated transactions than those found in ACCT 1010. We will cover major valuation and financial reporting topics on all three major sections of the balance sheet-assets, liabilities, and equity-along with their consequences for net income and cash flows. Case studies and illustrative examples from the financial press will be used to increase your familiarity with actual firms' financial statements and to emphasize the effect of financial accounting rules on the information presented in financial statements. After completing this course, you will have obtained many of the tools necessary to both prepare and analyze financial statements and accounting information provided by firms. You will acquire an understanding of both the ""how"" of accounting procedures and the underlying reasons ""why"" these practices are adopted. These skills are essential for pursuing a broad range of professions in accounting and finance.","P","ACCT2120001","ACCT 1010","","WH","ACCT","Penn In Touch","https://canvas.upenn.edu/courses/1863940","https://apps.wharton.upenn.edu/syllabi/?term=202530&course=ACCT2120","2.940000"
"202530","ACCT2420401","Acct & Business Analysis","Richard Lambert","78","A","1","08/25/2025 - 12/03/2025 MW 1200PM - 0129PM","JMHH 370","Wharton Grad Full Semester","In the course, students learn how to analyze firms' financial statements and disclosures to determine how a firm's particular accounting choices reflect the underlying economics of the firm. As a result, the course strengthens students' ability to use financial statements as part of an overall assessment of the firm's strategy and valuation. The course is especially useful for anyone interested in working on the buy or sell side. The course provides both a framework for and the tools necessary to analyze financial statements. At the conceptual level, it emphasizes that preparers and users of financial statements have different objectives and incentives. At the same time, the course is applied and stresses the use of actual financial statements. For example, students learn how to detect when firms are managing earnings and/or balance sheets. It draws heavily on real business problems and uses cases to illustrate the application of the techniques and tools. If ACCT 2420 is not offered in a given year, Undergraduate students can take ACCT 7420. Please submit a permission request through Path@Penn.edu.","S","ACCT7420401","ACCT 1010","","WH","ACCT","Penn In Touch","https://canvas.upenn.edu/courses/1876955","https://apps.wharton.upenn.edu/syllabi/?term=202530&course=ACCT2420","3.350000"
"202530","ACCT2420402","Acct & Business Analysis","Richard Lambert","78","A","1","08/25/2025 - 12/03/2025 MW 0145PM - 0314PM","JMHH 370","Wharton Grad Full Semester","In the course, students learn how to analyze firms' financial statements and disclosures to determine how a firm's particular accounting choices reflect the underlying economics of the firm. As a result, the course strengthens students' ability to use financial statements as part of an overall assessment of the firm's strategy and valuation. The course is especially useful for anyone interested in working on the buy or sell side. The course provides both a framework for and the tools necessary to analyze financial statements. At the conceptual level, it emphasizes that preparers and users of financial statements have different objectives and incentives. At the same time, the course is applied and stresses the use of actual financial statements. For example, students learn how to detect when firms are managing earnings and/or balance sheets. It draws heavily on real business problems and uses cases to illustrate the application of the techniques and tools. If ACCT 2420 is not offered in a given year, Undergraduate students can take ACCT 7420. Please submit a permission request through Path@Penn.edu.","S","ACCT7420402","ACCT 1010","","WH","ACCT","Penn In Touch","https://canvas.upenn.edu/courses/1876955","https://apps.wharton.upenn.edu/syllabi/?term=202530&course=ACCT2420","3.350000"
"202530","ACCT3990001","Independent Study","","1","A","","","","Fall/Spring 14 Wk","Intensive reading and study with some research under the direction of a faculty member. Approval from one of the departmental advisers must be obtained before registration. Also a 3.4 average in major related subjects required.","P","ACCT3990001","","","WH","ACCT","Penn In Touch","","https://apps.wharton.upenn.edu/syllabi/?term=202530&course=ACCT3990",""
"202530","ACCT6110001","Financial Accounting","Shuang Zhou","78","A","1","08/25/2025 - 12/03/2025 MW 1015AM - 1144AM","JMHH 260","Wharton Grad Full Semester","The objective of this course is to provide an understanding of financial accounting fundamentals for prospective consumers of corporate financial information, such as managers, stockholders, financial analysts, and creditors. The course focuses on understanding how economic events like corporate investments, financing transactions and operating activities are recorded in the three main financial statements (i.e., the income statement, balance sheet, and statement of cash flows). Along the way, students will develop the technical skills needed to analyze corporate financial statements and disclosures for use in financial analysis, and to interpret how accounting standards and managerial incentives affect the financial reporting process. This course is recommended for students who want a more in-depth overview of the financial accounting required for understanding firm performance and potential future risks through analysis of reported financial information, such as students intending to go into security analysis and investment banking.","P","ACCT6110001","","","WM","ACCT","Course Match","https://canvas.upenn.edu/courses/1876946","https://apps.wharton.upenn.edu/syllabi/?term=202530&course=ACCT6110","3.137142"
"202530","ACCT6110002","Financial Accounting","Shuang Zhou","78","A","1","08/25/2025 - 12/03/2025 MW 1200PM - 0129PM","JMHH 260","Wharton Grad Full Semester","The objective of this course is to provide an understanding of financial accounting fundamentals for prospective consumers of corporate financial information, such as managers, stockholders, financial analysts, and creditors. The course focuses on understanding how economic events like corporate investments, financing transactions and operating activities are recorded in the three main financial statements (i.e., the income statement, balance sheet, and statement of cash flows). Along the way, students will develop the technical skills needed to analyze corporate financial statements and disclosures for use in financial analysis, and to interpret how accounting standards and managerial incentives affect the financial reporting process. This course is recommended for students who want a more in-depth overview of the financial accounting required for understanding firm performance and potential future risks through analysis of reported financial information, such as students intending to go into security analysis and investment banking.","P","ACCT6110002","","","WM","ACCT","Course Match","https://canvas.upenn.edu/courses/1876946","https://apps.wharton.upenn.edu/syllabi/?term=202530&course=ACCT6110","3.137142"
"202530","ACCT6130001","Fin and Mngl Acct","Marguerite Lane","78","A","1","08/25/2025 - 12/03/2025 TR 0830AM - 0959AM","JMHH 270","Wharton Grad Full Semester","This course provides an introduction to both financial and managerial accounting, and emphasizes the analysis and evaluation of accounting information as part of the managerial processes of planning, decision-making, and control. A large aspect of the course covers the fundamentals of financial accounting. The objective is to provide a basic overview of financial accounting, including basic accounting concepts and principles, as well as the structure of the income statement, balance sheet, and statement of cash flows. The course also introduces elements of managerial accounting and emphasizes the development and use of accounting information for internal decisions. Topics include cost behavior and analysis, product and service costing, and relevant costs for internal decision-making. This course is recommended for students who will be using accounting information for managing manufacturing and service operations, controlling costs, and making strategic decisions, as well as those going into general consulting or thinking of starting their own businesses.","P","ACCT6130001","","","WM","ACCT","Course Match","https://canvas.upenn.edu/courses/1877888","https://apps.wharton.upenn.edu/syllabi/?term=202530&course=ACCT6130","3.045000"
"202530","ACCT6130002","Fin and Mngl Acct","Marguerite Lane","78","A","1","08/25/2025 - 12/03/2025 TR 1015AM - 1144AM","JMHH 270","Wharton Grad Full Semester","This course provides an introduction to both financial and managerial accounting, and emphasizes the analysis and evaluation of accounting information as part of the managerial processes of planning, decision-making, and control. A large aspect of the course covers the fundamentals of financial accounting. The objective is to provide a basic overview of financial accounting, including basic accounting concepts and principles, as well as the structure of the income statement, balance sheet, and statement of cash flows. The course also introduces elements of managerial accounting and emphasizes the development and use of accounting information for internal decisions. Topics include cost behavior and analysis, product and service costing, and relevant costs for internal decision-making. This course is recommended for students who will be using accounting information for managing manufacturing and service operations, controlling costs, and making strategic decisions, as well as those going into general consulting or thinking of starting their own businesses.","P","ACCT6130002","","","WM","ACCT","Course Match","https://canvas.upenn.edu/courses/1877888","https://apps.wharton.upenn.edu/syllabi/?term=202530&course=ACCT6130","3.045000"
"202530","ACCT6130003","Fin and Mngl Acct","Wayne Guay","78","A","1","08/25/2025 - 12/03/2025 TR 1015AM - 1144AM","JMHH G55","Wharton Grad Full Semester","This course provides an introduction to both financial and managerial accounting, and emphasizes the analysis and evaluation of accounting information as part of the managerial processes of planning, decision-making, and control. A large aspect of the course covers the fundamentals of financial accounting. The objective is to provide a basic overview of financial accounting, including basic accounting concepts and principles, as well as the structure of the income statement, balance sheet, and statement of cash flows. The course also introduces elements of managerial accounting and emphasizes the development and use of accounting information for internal decisions. Topics include cost behavior and analysis, product and service costing, and relevant costs for internal decision-making. This course is recommended for students who will be using accounting information for managing manufacturing and service operations, controlling costs, and making strategic decisions, as well as those going into general consulting or thinking of starting their own businesses.","P","ACCT6130003","","","WM","ACCT","Course Match","https://canvas.upenn.edu/courses/1867903","https://apps.wharton.upenn.edu/syllabi/?term=202530&course=ACCT6130","3.045000"
"202530","ACCT6130004","Fin and Mngl Acct","Wayne Guay","78","A","1","08/25/2025 - 12/03/2025 TR 0145PM - 0314PM","JMHH 270","Wharton Grad Full Semester","This course provides an introduction to both financial and managerial accounting, and emphasizes the analysis and evaluation of accounting information as part of the managerial processes of planning, decision-making, and control. A large aspect of the course covers the fundamentals of financial accounting. The objective is to provide a basic overview of financial accounting, including basic accounting concepts and principles, as well as the structure of the income statement, balance sheet, and statement of cash flows. The course also introduces elements of managerial accounting and emphasizes the development and use of accounting information for internal decisions. Topics include cost behavior and analysis, product and service costing, and relevant costs for internal decision-making. This course is recommended for students who will be using accounting information for managing manufacturing and service operations, controlling costs, and making strategic decisions, as well as those going into general consulting or thinking of starting their own businesses.","P","ACCT6130004","","","WM","ACCT","Course Match","https://canvas.upenn.edu/courses/1867903","https://apps.wharton.upenn.edu/syllabi/?term=202530&course=ACCT6130","3.045000"
"202530","ACCT7420401","Fin Report & Bus Analys","Richard Lambert","78","A","1","08/25/2025 - 12/03/2025 MW 1200PM - 0129PM","JMHH 370","Wharton Grad Full Semester","This intensive one-semester course focuses on how to extract and interpret information in financial statements. The course adopts a user perspective of accounting by illustrating several specific accounting issues in a decision context.","P","ACCT7420401","ACCT 6110 OR ACCT 6130","","WM","ACCT","Course Match","https://canvas.upenn.edu/courses/1876955","https://apps.wharton.upenn.edu/syllabi/?term=202530&course=ACCT7420","2.531250"
"202530","ACCT7420402","Fin Report & Bus Analys","Richard Lambert","78","A","1","08/25/2025 - 12/03/2025 MW 0145PM - 0314PM","JMHH 370","Wharton Grad Full Semester","This intensive one-semester course focuses on how to extract and interpret information in financial statements. The course adopts a user perspective of accounting by illustrating several specific accounting issues in a decision context.","P","ACCT7420402","ACCT 6110 OR ACCT 6130","","WM","ACCT","Course Match","https://canvas.upenn.edu/courses/1876955","https://apps.wharton.upenn.edu/syllabi/?term=202530&course=ACCT7420","2.531250"
"202530","ACCT7970751","Taxes and Bus Strategy","Jennifer Blouin","80","A","0.5","","WHRT RM","Fall/Spring 1st 8 Wk","The objective of this course is to develop a framework for understanding how taxes affect business decisions. Traditional finance and strategy courses do not consider the role of taxes. Similarly, traditional tax courses often ignore the richness of the decision context in which tax factors operate. The key themes of the framework - all parties, all taxes and all costs - are applied to decision contexts such as investments, compensation, organizational form, regulated industries, financial instruments, tax-sheltered investments, mergers and acquisitions, multinational, and multistate. The ultimate goal is to provide a new approach to thinking about taxes (and all forms of government intervention) that will be valuable even as laws and governments change.","P","ACCT7970751","(ACCT 6110 OR ACCT 6130) AND FNCE 6110","","WX","ACCT","","https://canvas.upenn.edu/courses/1882053","https://apps.wharton.upenn.edu/syllabi/?term=202530&course=ACCT7970",""
"202530","ACCT8990001","Independent Study","","1","A","","","","Wharton Grad Full Semester","Independent Study","P","ACCT8990001","","","WM","ACCT","Course Match","","https://apps.wharton.upenn.edu/syllabi/?term=202530&course=ACCT8990",""
"202530","ACCT8990007","Independent Study","Brian Bushee","1","A","0.5","","NRN 00","Fall/Spring 14 Wk","Independent Study","P","ACCT8990007","","","WM","ACCT","Course Match","","https://apps.wharton.upenn.edu/syllabi/?term=202530&course=ACCT8990",""
"202530","ACCT8990017","Independent Study","Brian Bushee","1","A","1","","NRN 00","Wharton Grad Full Semester","Independent Study","P","ACCT8990017","","","WM","ACCT","Course Match","","https://apps.wharton.upenn.edu/syllabi/?term=202530&course=ACCT8990",""
"202530","ACCT9400301","Research in Acct I","Christina Zhu, Robert Holthausen, Richard Lambert, Christopher Ittner","18","A","1","","WHRT RM","Fall/Spring 14 Wk","This is Part I of a theoretical and empirical literature survey course covering topics that include corporate disclosure, cost of capital, incentives, compensation, governance, financial intermediation, financial reporting, tax, agency theory, cost accounting, capital structure, international financial reporting, analysts, and market efficiency.","P","ACCT9400301","","","WP","ACCT","","https://canvas.upenn.edu/courses/1877879","https://apps.wharton.upenn.edu/syllabi/?term=202530&course=ACCT9400",""
"202530","ACCT9810301","Workshop Colloquium I","Luzi Hail","30","A","0.5","","NRN 00","Fall/Spring 14 Wk","Students attend workshops in departments outside of accounting to provide student exposure to theory, research designs and methods that are being explored outside of accounting to provide breadth of exposure to foster innovative research ideas. Students are required to attend 7 non-accounting workshops over the semester and write up a referee report for 4 of those workshop papers. They are also required to write up at least one research proposal that stems from theories or research methods gleaned from one or more of the workshops attended.","P","ACCT9810301","","","WP","ACCT","","","https://apps.wharton.upenn.edu/syllabi/?term=202530&course=ACCT9810",""
"202530","ACCT9820301","Workshop Colloquium II","Luzi Hail","30","A","0.5","","NRN 00","Fall/Spring 14 Wk","Students attend workshops in departments outside of accounting to provide student exposure to theory, research designs and methods that are being explored outside of accounting to provide breadth of exposure to foster innovative research ideas. Students are required to attend 7 non-accounting workshops over the semester and write up a referee report for 4 of those workshop papers. They are also required to write up at least one research proposal that stems from theories or research methods gleaned from one or more of the workshops attended.","P","ACCT9820301","","","WP","ACCT","","","https://apps.wharton.upenn.edu/syllabi/?term=202530&course=ACCT9820",""
"202530","ACCT9950001","Dissertation","Luzi Hail","10","A","0","","NRN 00","Fall/Spring 14 Wk","","P","ACCT9950001","","","WP","ACCT","","","https://apps.wharton.upenn.edu/syllabi/?term=202530&course=ACCT9950",""
"202530","ACCT9999001","Supervised Independent Study","","1","A","","","","Fall/Spring 14 Wk","Independent Study for Ph.D. students","P","ACCT9999001","","","WP","ACCT","","","https://apps.wharton.upenn.edu/syllabi/?term=202530&course=ACCT9999",""
"202530","BEPP1000001","Introductory Economics","Gizem Saka","245","A","0","08/26/2025 - 12/08/2025 MW 1015AM - 1114AM","JMHH G06","Fall/Spring 14 Wk","Microeconomics is the study of the behavior of households and firms, whose collective decisions determine how resources are allocated in a free market economy. We will study when markets are likely to produce ""efficient"" outcomes, and when government intervention may improve on or harm the competitive market outcome. We will use economic theory to analyze issues like a gas tax to change reliance on oil, minimum wages to increase salaries of the working poor, and government subsidies to increase education. Macroeconomics is the study of the economy as a whole. We will understand how the size of the US economy is determined, how unemployment is measured, how inflation affects life. We will look at policy options that the government and the Federal Reserve Bank face, and discuss pros and cons of their actions. Economic arguments are often used in debates about government policies, discussion of business strategies, and many of life's other arenas. The goal of the course is to teach you to ""think like an economist,"" which I hope will help you to understand the world around you, make better economic decisions in your own life, and be a more informed citizen and voter.","P","BEPP1000001","","","WH","BEPP","Penn In Touch","https://canvas.upenn.edu/courses/1876243","https://apps.wharton.upenn.edu/syllabi/?term=202530&course=BEPP1000","2.850731"
"202530","BEPP1000002","Introductory Economics","Gizem Saka","250","A","0","08/26/2025 - 12/08/2025 MW 1200PM - 1259PM","JMHH G06","Fall/Spring 14 Wk","Microeconomics is the study of the behavior of households and firms, whose collective decisions determine how resources are allocated in a free market economy. We will study when markets are likely to produce ""efficient"" outcomes, and when government intervention may improve on or harm the competitive market outcome. We will use economic theory to analyze issues like a gas tax to change reliance on oil, minimum wages to increase salaries of the working poor, and government subsidies to increase education. Macroeconomics is the study of the economy as a whole. We will understand how the size of the US economy is determined, how unemployment is measured, how inflation affects life. We will look at policy options that the government and the Federal Reserve Bank face, and discuss pros and cons of their actions. Economic arguments are often used in debates about government policies, discussion of business strategies, and many of life's other arenas. The goal of the course is to teach you to ""think like an economist,"" which I hope will help you to understand the world around you, make better economic decisions in your own life, and be a more informed citizen and voter.","P","BEPP1000002","","","WH","BEPP","Penn In Touch","https://canvas.upenn.edu/courses/1876243","https://apps.wharton.upenn.edu/syllabi/?term=202530&course=BEPP1000","2.850731"
"202530","BEPP1000201","Introductory Economics","Gizem Saka, Alexander Whitefield","36","A","1","08/26/2025 - 12/08/2025 F 1015AM - 1114AM","SHDH 1201","Fall/Spring 14 Wk","Microeconomics is the study of the behavior of households and firms, whose collective decisions determine how resources are allocated in a free market economy. We will study when markets are likely to produce ""efficient"" outcomes, and when government intervention may improve on or harm the competitive market outcome. We will use economic theory to analyze issues like a gas tax to change reliance on oil, minimum wages to increase salaries of the working poor, and government subsidies to increase education. Macroeconomics is the study of the economy as a whole. We will understand how the size of the US economy is determined, how unemployment is measured, how inflation affects life. We will look at policy options that the government and the Federal Reserve Bank face, and discuss pros and cons of their actions. Economic arguments are often used in debates about government policies, discussion of business strategies, and many of life's other arenas. The goal of the course is to teach you to ""think like an economist,"" which I hope will help you to understand the world around you, make better economic decisions in your own life, and be a more informed citizen and voter.","P","BEPP1000201","","","WH","BEPP","Penn In Touch","https://canvas.upenn.edu/courses/1876243","https://apps.wharton.upenn.edu/syllabi/?term=202530&course=BEPP1000","2.850731"
